final_sentence,label
tidak ngebuka loading tepat masuk keluar lagiterus begitu,negatif
sangat bodoh bukannya mempermudah membuat susah gampangnya buka judol daripada buka aplikasi pemerintah seperti begini,negatif
aplikasi buruk tidak mengakses keluar otomatis,negatif
terlanjur unduh aplikasi online single submission klik kelola nib buat permohonan baru tetapi disuruh akses melalui situs web ossgoid aplikasi membingungkan,negatif
bantu perbaiki tidak akses kelewat lama loading dia,negatif
susah mau masuk fasilitas impor tidak bisapusing rakyat kecil,negatif
berlangsung masalah ketika daftar nib ketika nib tabel buat kriteria usaha halaman tidak,negatif
membantu buat membuat nibmaksih admintop bagus sekali apliksinya,positif
bagus bermanfaat membantu pelaku usaha,positif
bagus mudah diakses diterjemahlan fitur,positif
aplikasi error mau digitalisasi tetapi tidak kompeten,negatif
pengurusan nib dia waktu klik mengapa kosong punyaku ya mempersulit,negatif
daftar di sini rupanya simple dibanding situs web resminya susah banget mendapatkan nib dia,positif
aplikasi mantap membantu para pebisnis buat perizinan tanpa mendala,positif
mengapa tidak mau daftarstlh isi kode verifikasibalik halaman awal,negatif
alhamdulillah aplikasinya mudah digunakan berhasil membuat nib mandiri tanpa ribet repot kesana kemari,positif
buruk data tidak sinkron mohon perbaiki pelaku usaha kesulitan jadinya buat mengurus izin usaha,negatif
pengurusannya mudah cepat,positif
sekarang tidak perlu ribet mengurus izin tinggal isi borang lewat apps bagus pekerjaan,positif
membantu usaha mikro kecil dan menengah membuat perijinan cepat mudah,positif
masyaallahsangat bermanfaat bgetgratis menit selesaipdhl putus asa urus minggu mondarmandir cari tanda tangn tidak kelarmakasih online single submission indonesiasemoga kian banyak layanan pemerintah menggunakan aplikasi pintar bagaikan,positif
daftar hari kemarin sampai hari status belum diajukan admin dia liburan,negatif
mau buat nib daring tidak loading gatau bagaimana caranya supaya sederhana aplikasinya,negatif
aplikasi tidak fungsi faedah dia,negatif
buat nib sekarang akses susah tidak bagaikan sebelum mempersulit,negatif
waduuuh bagaimana mau urus nib susah mau pakai model desktop model handphone aplikasi tidak berhasil semuanya error kepentok sama fiturtombol tidak berfungsi buah simalakama buat masyarakat mau buat usaha mau usaha ketentuan punya nib mau buat nib susah bagaikan ayo pemerintah bantu diperbaiki mau buat sejak awal tahun sampai tahun tidak,negatif
mengisi bidang usaha komputer pribadi sama android sama ajaheran memberikan bintang aplikasi tidak mumpuni giniparaaaaaahhh,negatif
tidak daftar menunggu kode tidak masukmasuk,negatif
teruntuk bapak ibu berkuasa bantu lihat keluhan masyarakat aplikasi tidak mempermudah tetapi mempersulit,negatif
membantu sekali namun jujur aplikasinya perlu ditingkatkan,negatif
cepat mudah perizinan dia terima kasih,positif
aplikasi tetapi fitur penuh dia situs web lalodnya meminta ampun aplikasi pemerintah teraneh sejauh jatuh online single submission,negatif
pelayanan cepat terintegritas satu gratis,positif
log intp tidak ngapainini maksudnya aplikasi apakok ribet amat,negatif
ditulisannya pelaku usaha pribadi oleh aplikasi rupanya ujung akhirnya daftar situs web sedang apa aplikasi mengatakannya,negatif
buat aplikasi tetapi tidak digunakan tidak membantu,negatif
keren aplikasi mempermudah perizinan usaha genggaman maju indonesia aku,positif
aplikasi sistim membantu soal perizinan,positif
banyak bug buat aplikasinya mohon agar developer segera memperbaiki kendala,negatif
bantu aplikasi pemerintahan error ditingkatkan buat pelayanan nya tidak situs web tidak aplikasi sama,negatif
aplikasi pemerintah padahal buat kegiatan usaha penting buat ekonomi negara buruk sekali bagaikan buatan asal,negatif
mudah penggunaannya tetap mengalami kendala penerbitan draftnya ketika begitu,positif
masyarakat dimudahkan adanya aplikasi tingkatkan layanan,positif
daftar sukses tapi masuk gagaltakutnya data diri salahgunakantau sendiri keamanan negeri,negatif
mudah cepat efisien,positif
jam buat nib tidak aplikasinya lambat,negatif
adaya metode perizinan secara daring membantu para usaha mikro kecil dan menengah buat seluruh rakyat indonesia pelayanan pintu semua terjawab kebutuhan masyarakat online single submission mantap per tanggal sekarang online single submission susah mau login bolak balik mau login susah ya meminta ampun kurangi bintangya,positif
membantu sekali adanya osssemoga ke depan dia tingkatan,positif
aplikasi lambat mudah crah ketika buka,negatif
mau login tidak jawabannya error error menerus bagaimana,negatif
daftar gagal oi perbaiki sistemnyaburuk amat,negatif
diperbarui aplikasinya buruk banget demi udah loading lama alurnya tidak jelas pak nurbaya main mah teknologi informasi service dia,negatif
fungsinya aplikasi kira lewat aplikasi buat daftar nib,negatif
katanya membuat password pakai huruf lanjut disuruh pakai huruf kecil mengisi,positif
cocok buat membantu pelaku usaha tidak banyak waktu buat mengurus perijinan usaha dia terima kasih online single submission anda solusi ditengah kesibukan kami,positif
izin mudah urus agar waktu hemat bebas pungutan liar,positif
mempermudah bagi mengerti penggunaaan dia,positif
data sesuai tetapi informasi tidak sesuai,negatif
pengurusan nib ketika klik kosong tidak berfungsi,negatif
kata dia sampai menit keluar nibtpi nyata dia tidakdan tertulis belum proses,negatif
terbantucepet banget terbit nib nyaterimakasih banyaakk,positif
parah mempersulit namanya klik alamat provinsi dan lain lain tidak,negatif
bagus mudah digunakan hidup indonesia,positif
buat aplikasi jangan setengah setengah pindah sana pindah sini web kamu gampang error memeg,negatif
membantu bagi para pelaku usaha mendapatkan nib secara mudah sistem daring,positif
membantu memudahkan sekaligus transparan,positif
lambat tidak berbuat banyak masak aplikasi pemerintah begini,negatif
aplikasi tidak berguna mau mengurus ofline perintah daring tetapi tidak gunakan,negatif
rumit loading dia meminta ampun sangat bodoh memang aplikasi membuat susah orang mau berusaha,negatif
aplikasi tidak jelas baru install tidak buka meminta perbarui,negatif
mantap tetapi mantap tambahkan buat perubahan data,positif
bagus membantu mudah mudah,positif
aplikasi baik cepat proses pengurusan perizinan berusaha,positif
aplikasi tidak mutu menyusahkan masyarakat bilang akan menindaklanjuti tidak bisa jam sampai sekarang tidak tanggapan apapun,negatif
mau login susah mau daftar susah aneh,negatif
pelayanan daftar mudah profesional,positif
susah sekali mau daftar suka error,negatif
tidak lanjut ketika proses permohonan baru hari mohon solusi segera supaya bintang,positif
kadang kerap error mau penerbitan nib dia bantu diperbaiki kembali terima kasih,negatif
perbarui tidak mumcul baru muncul langsung close haha,negatif
tidak jelas aplikasi dia rusak dah masukkan kode dia tetap bilang kode salah,negatif
bermanfaat sekali mengenai informasi panduannya,positif
sepatutnya gunakan model situs web agar baik progresnya,negatif
ketika sertifikat tidak unduh draft pemecahannya bagaimana,negatif
tidak daftar nib aplikasi tidak normal mengecewakan situs web apalagi mirip coretax wkwk parahmennnnnn,negatif
model web banyak bug apalagi model,negatif
sekarang susah sehabis dialihkan website-nya tidak digunakan,negatif
tidak heran aplikasi pemerintah ya bagaikan bukannya solusi cepat tepat buang waktu,negatif
aplikasi bagus tetapi maintenance tidak buat nib balik web web tidak jelas langkah oleh stepnya ayo pemerintah indonesia berbenah,negatif
tidak digunakan buat membuat nib sekarang susah sekali buat nib,negatif
justru aplikasi dibuat buat mempermudah bukannya mempersulit,negatif
bagaimana sekarang mau membuat nib ribet katanya indonesia mau maju tetapi malaha dipersulit bagaimana rakyat mau makmur bagus awal jangan butuh kucuran dana pajak rakyat jadilah dibuat proyekproyek membuat rakyat susah,negatif
membantu buat perijinan usaha menengah ke bawah,positif
bagaimana mengisi jenis usaha tidak muncul ketika kliknya tidak kosong,negatif
baik setsatset pelayanan dia terima kasih kepada segenap pelayanan negara berhubungan,positif
buat sekelas aplikasi pemerintah buruk banget tertawa satu minggu lalu disuruh membuat nib lewat aplikasi minggu diarahkan web mana pindai lokasi teknologi informasi dia lulusan mana udah buruk banget sumpah iw jijik bukan mempermudah mempersulit masyarakat introspeksi dulu udah daripada aplikasi buruk seperti begini tidak layak buat dipakai masyarakat,negatif
bagus mudah dimengerti ringkas,positif
aplikasinya tidak bukaketika klik langsung keluar sendiri,negatif
bagus mengapa aplikasinya mungkin kita kurang cermat mengisinya,positif
memper mudah pengurusan surat nib,positif
bug loading keluar sendiriwaktu habis,negatif
mengapa tidak daftar akun keterangan dia gagal tersambung sistem dukcapil kementerian negeri tidak mengerti udah lohh ampun,negatif
pajak kamu getolbuat aplikasi perizinan usaha buat rakyat jelata serumit ini di perbarui bukan berbenah kian buruk bagaikan aplikasi situs web badutlo sengaja buat aplikasi situs web isi dia memuter di situ tidak kejelasan akhirnya duitkadang orang membuat perizinan usaha skala mikro rendahdia usaha dia blmlo membuat pusing lgblm perkara isi perutnya tunjukan aplikasi situs web buat masyarakat indonesia baik kalangan usaha rendah menengah tingg,negatif
tidak login susah banget,negatif
disuruh daftar nib tepat daftar aplikasinya busuk,negatif
belum siap jangan rilis dulu sekelas pemerintah tidak mampu membuat aplikasi tidak tetapi semuanya,negatif
astaga aku kira bakal pengajuan lewat sini aku tidak bagaimana mengapa kbli tidak muncul,negatif
aplikasi buruk bukannya membantu merepotkan,negatif
buat aplikasi ujung akhirnya lewat web pemborosan anggaran negara mudah mudahan kejaksaan agung cepat tindak pengadaan aplikasi,negatif
mempersulit tidak bergun buat melamar kerja membuat buat amat susah ribet tidak berguna buat adanya coba najs banget asli,negatif
woi alamat salah padahal sama kayak kartu tanda penduduk tidak malu banyak banget bintang tidak dibenarkan,negatif
tidak berfungsi menghabiskan kuota,negatif
menyuruh membuat nib tetapi aplikasi website-nya bug melulu tidak jelas uruskan dongok jangan menyusahkan orang melulu,negatif
membuat orang pusing tambah pusing disuruh memberikan titik kordinat susah dia meminta ampun,negatif
server lambat seperti siput menguji kesabaran satu nib proses sepanjang hari lambat padahal internet digunakan kencang,negatif
aplikasi aneh perintah unduh dialihkan web web henti found,negatif
aplikasi bermanpaat tanpa susah ribet secara oneline buat nib,positif
sementara dikasih bintang dicari tidak,positif
mantap banget membantu pengurusan dokumen nib bagi salam berhasil,positif
jaringan kerap ngelek begitu masukkan data tidak nama pengguna tidak jawab nomor terdaftar padahal baru pris daftar tidak sistem perbaiki supaya bermanfaat,negatif
ribet sekarang penerbitan nib melalui online single submission aplikasi playstore melalui situs web online single submission susah ribet,negatif
semua aplikasi buatan pemerintah indonesia tidak benar kebanyakan mafia,negatif
rupanya mudah buat mendownod nomor nib sehabis hilang surat nib terima kasih online single submission,positif
aplikasi tidak guna daftar tidak login,negatif
mantap semua dia mudah menggunakan online single submission indonesia,positif
aplikasi dia mantap tidak pakai ribet bagaikan di kantor perizinan,positif
aplikasi tidak guna login tidak,negatif
buat nib sampai berjam jam aplikasi error melulu pencetannya tidak klik buat buat nib jangan korupsi membuat aplikasi begini,negatif
aplikasi sangat bodoh tidak berfungsi baik,negatif
buat pengadaan kali buat aplikasi lewat situs web web fungsi aplikasi,negatif
terima kasih aplikasi membantu buat membuat izin usaha,positif
sehabis perbarui tidak rerivikasi otp masuk parah mi aplikasi,negatif
aplikasi sampah satu pemerintah isi menu pengembangan semua,negatif
aku merasakan manfaatnya daftar pse,positif
aplikasi membantu masyarakat usaha mikro kecil dan menengah bagus,negatif
berguna mempermudah,positif
diperbarui bukannya tambah bagus tambah buruk aplikasi sangat bodoh memang,negatif
belum pernah daftar sama sekali tiba tiba nik dipakai orang,negatif
pagi buat bingung online single submission kemarin buat pembuatan online single submission menyarankan pakai aplikasi handphone buat umk pagi sehabis perbarui malahan perintah balik web kian tambah susah mau membuat nib buat pelaku usaha kecil buat persyaratan buat sertifikat halal,negatif
bagaimana daftarnya dari tadi register error web sama aplikasi tidak guna,negatif
crash keluar sendiri government aplikasi memang tidak beres heran tertawa,negatif
susah buat masuk daftar,positif
salah satu aplikasi pemerintahan desainnya fungsinya diandalkan,positif
benar semua tepat klik balik awal sampaaaaaah memang,negatif
buat nib gagal error padahal jaringan bagus,negatif
bantu dipermudah seperti duluhbs diperbarui susah,negatif
membantu mudah diaplikasikan mantap,positif
udah masuk mengapa tidak kebuka ikuti sesuai arahan tetap tidak buka,negatif
aplikasi amat susah login dan menjengkelkan,negatif
unfaedah tetap kembali situs web web ketika ajukan nib sia sia unduh aplikasinya,negatif
susah buat akun dia katanya kartu tanda penduduk tidak terdaftar,negatif
adanya aplikasi usaha menjadi mudah tenang,positif
kebiasaan buruk pemerintah membuat aplikasi buat petugas publik hasilnya tidak memuaskan,negatif
bantu kembalikan aplikasi sebelum dia persi baru tidak unduh lampirannya situs web sedangkan situs web tidak dibuka ju tidak a,negatif
payah awal bulan sampai sekarang tidak buat nib begitu katanya mempermudah dunia usaha,negatif
aplikasi pemerintah bukannya mempermudah mempersulit mohon buat benahi,negatif
tidak pilih kelola nib lewat web sedangkan web repot,negatif
mau daftar mengapa susah padahal perlu banget,negatif
satu aplikasi pemerintah buang anggaran negara pasti membuat beginian habis miliar,negatif
tidak mendaftar jaringan error padahal tidak,negatif
aplikasi data sesuai sandi dia ribetin,negatif
menyusahkan makenya anggaran gede tetapi membuat aplikasi tidak maintenance,negatif
daftar login tidak payah,negatif
mudah mudah mudahan bermanfaat bagi masyarakat,positif
apikasi membantu baik sekali,positif
menyebalkan guna aplikasi jika disuruh web belum web dia lambat disuruh membuat izin abang mau membuat dipersulit,negatif
ok terima kasih masuk lancar jaya,positif
pak peta jika kita membuwat surat izin tetapi usahnyah belum berjalan apakah tidak kan walaw usahnyah belum penting surat ijinyah,negatif
hadeuhaplikasinya kerap menutup sendiri tepat memilih menu,negatif
aplikasi dia suka keluar sendiri coba instal ulang,positif
aplikasi sampai tidak login,negatif
ribet aplikasi negara suka membuat ribet ruwet balik web parah,negatif
tidak akses tepat paling baru draf nib dia sayangkan,negatif
bagus cepat tespon dia dpam penerbitan nib,positif
bagus daftarkan akun owebaiki kan pedoman kan tidak aktif,positif
mau cetak nib donlod berhasil tetapi filenya tidak lucu,negatif
mantap mudah cepat,positif
beri penilaian mudah mudahan adanya aplikasi membantu masalah keuangan usaha dagang,positif
aplikasi tidak guna bug melulu lambat ngrepotin kamu,negatif
membantu melatih kesabaran,negatif
mau masukan kata sandi susah tidak login aplikasi kerap kali troble,negatif
bantuan lupa password lama membuat emosi tidak bermutu aplikasinya,negatif
error melulu login tidak bisa menambah bidang usaha mohon diperbaiki,negatif
sedang apa aplikasi iniklo tetap masukkan web online single submission ylemot web ya ampunnn,negatif
aplikasi portal online single submission sekarang tidak berfungsi,negatif
efisiensi waktu mudah digunakan,positif
penggunaanya mudah proses pembuatan nib begitu cepat,positif
nib tidak terbitkan aplikasi inijadi bingung sayatertulis tidak servis,negatif
terdaftar tidak login,negatif
habis maintenance tambah parah sekali error,negatif
jangan berharap banyak sama aplikasi buatan pemerintah anggaran pembuatannya banyak sunat sana sini,negatif
tambah susah aplikasi tidak,negatif
habis perbarui hari minggu error sampai sekarang,negatif
gangguan melulu sampai gagal terbit,negatif
mantap mempermudah pelaku usaha mikro kecil dan menengah tidak perlu repot mencari rt rukun warga kadus kades sekali cap wani piro,positif
perbarui kian tidak jelas tidak proses,negatif
terima kasihaplikasinya mudah gampang buat memulai usaha,positif
terima kasih mungin perbanyak konten panduan online single submission aplikasinya,positif
akun kata sandi benar tetapi ketika masuk akun sandi tidak sama,negatif
isi data ngebugcoba web sama,negatif
aplikasi diperbarui bukannya mudah mempersulit,negatif
aplikasi lambat penuh bug anggaran berapa membuat aplikasinseperti,negatif
bagus membantu tetapi mau klik penerbitan nib gagal mohon dibantu admin,positif
perbaiki aplikasinya susah daftar,negatif
aplikasi tidak dibuka force close,negatif
bug diperbaiki bukannya dibiarain developer ampas,negatif
perbarui susah digunakan,negatif
logout ketika masuk online single submission tidak pemberitahuan,positif
membantu buat pelaku usaha mendapat kan kepercayaan,positif
online single submission lama tidak jelas nomor bantuan tidak satu pun manfaatkan buat ada kan tabel bantuan,negatif
ketika pengajuan nib aplikasi sampai tertutup terusheran aplikasi pemerintah semua tidak benerkualitas buruk,negatif
aplikasi bobrok parah habis mau membuat nib dipersulit web web tidak masukij kode tidak mampu kerja rakyat biasa,negatif
data kartu tanda penduduk tidak sesuai ducapil permasalahan aplikasi sejenis heran tidak ada uang betul menyenangkan hati,positif
aplikasi mempersulit hidup rakyat pendaftaran nib dipersulit benar tidak praktis daftar web buat coba aplikasi,negatif
tiap aplikasi pemerintah mudah dipersulit,negatif
aplikasi bermanfaat membantu kami masyarakat menengah ke bawah memulai usaha kecil terima kasih online single submission indonesia,positif
mantaabmudah cepat prosesnyasangat membantu,positif
tidak buka kekuar,positif
tolong perbaiki aplikasi online single submission situs web online single submission go identitas tidak buat nib berapa hari mohon perbaiki segera terima kasih,negatif
buat nama pengguna lancar begitu masukkan kbli buat buat nib tidak online single submission,negatif
perintah daftar giliran mau daftar susah banget,negatif
force close mohon perbaikan dia,negatif
membingungkanverifikasi bagi nib nyaatau belum punya akun,negatif
perintah unduh isi sesuai kartu tanda penduduk tetap forbidden ribet amat meminta bantu orang lalu bayar mereka,negatif
aplikasi tidak digunakantolong diperbaiki,negatif
reset password tetap tidak tanggapan aplikasinya,negatif
perintah praktik tidak sesuaimisalnya klik di sini tepat klik memuter memuter tidak jelas ruwet,negatif
mau daftar online single submission masukkan kecamatan sagulung belum sistem coba cek kembaliaplikasinya,positif
bagus kembangkan buat mempermudah,positif
mantap kemari bagus tingkatkan,positif
bagus membantu kebutuhan ya,positif
aplikasi membantu proses pengurusan dokumen perizinan usaha sehingga kami salaku usaha mikro kecil dan menengah cepat memiliki izin usaha,positif
aplikasi teranjing pernah dunia aplikasi belum layak buat digunakan,negatif
isi benar tetap tidak aplikasi tidak berguna,negatif
tidak jelas aplikasidaptar setengah modiar tidak,negatif
aplikasi rusak belokir petugas nakal pemerintah bantu perbaiki,positif
error tidak daftar,negatif
online single submission menunggu lama verifikasinya kelewat lama padahal tujuan utamanya buat mempermudah pelaku usaha menunggu hampir bulan status pelacakan menunggu verifikasi,positif
aplikasi pemerintah tidak bagus beda swasta aplikasinya mumpuni,negatif
perbarui tampilan agar turun anggaran,negatif
unggah polygon lokasi failed prematur sekali sistem perijinan,negatif
tertolak melulu udah sesi anda berakhir bagaimana caranya login secara mobile,negatif
uasu i cok aplikasi banyak bug dia parah,negatif
membantu bagi masyarakat berusaha,positif
online single submission kurang pengguna ramah dinas penanaman modal dan pelayanan terpadu satu pintu surabaya aplikasi anda kurang informatif buat opd teknis keahlian anda patut dipertanyakan buat seorang aparatur sipil negara,positif
membantu pembuatannya suka sekali,positif
bagaimana caranya buat nib tidak jelaskan lewat web susah memprihatinkan hidup indonesia serba susah,negatif
tidak guna buat aplikasi tetapi tidak gunakan,negatif
lupa password tulisaanya tautan dikirim nomor whatsapp tetapi tidak tautan masuk bagaimana,negatif
perubahan data usaha kbli terbit tidak lewat aplikasi maupun web,negatif
kerap force close sendiri tidak niat membuat aplikasi,negatif
tidak berguna tetap dilempar situs web semua ngebingungin tetap tidak fasilitas tanya jelas menyebalkan,negatif
katanya serba daring serba aplikasinyatanyaaaa pruuuuuueetttkasih kolom logut,negatif
tllol banget developer aplikasinya dia sini ajarkan buat alur benar kamu sedang apa buat fitur daftar nib header dashboard tetapi lempar web online single submission tidak guna makan gaji buta kamu zalim menyusahkan orang lain tertawa,negatif
aplikasi unduh mengapa giring situs web lagijadi fungsinya buat aplikasi,negatif
aplikasi ribet banyak bug dia super ribet,negatif
lambat buruk berbelit aplikasi buang anggaranemang bukan buat mempermudah pelaku usaha,negatif
aplikasi tidak guna banyak banget bug,negatif
mudah ketika keperluantinggal login,positif
perbaiki aplikasinya tidak dipakai bagaimana,negatif
bagus sekali peningkatan aplikasinya buat rekan mau mengurus perizinan usaha silakan unduh aplikasinya,positif
tautan reset password tidak dikirim udah berapa minggu intinya aplikasi pelat merah bobrok,negatif
aplikasi bilang data tidak sesuai dukcapil padahal sesuai aplikasi cacat,negatif
lelah mengetik berulang ulang baru mau daftar susah,negatif
mau daftar nib siup ruwet dia menu dia meminta ampun,negatif
aplikasi buruk lag susah mau mengurus izin,negatif
bantu situs web perbaiki sama aplikasinya mau buat nib error nanti bagus aku ubah bintangya,negatif
bagus model mobile daripada web website-nya online single submission sangat bodoh banget membuat orang bigung,positif
tidak daftar sama sekali terasa tidak berguna aplikasinya,negatif
susah ribet gangguan,negatif
bagus mudah cepat terima kasih,positif
selama online single submission baik tetapi sekarang aplikasinya error keluar sendiri,positif
mau hapus nib aplikasi tidak lewat web banyak bug kerap error ya merawat web begini sampai kerap error,negatif
memasukan data benar tetapi salah bagaimana,negatif
buruk sekali banyak fmenu isinya kosong mengecewakan,negatif
tiap mau login error,negatif
tidak menghapus data profil,negatif
buat aplikasinya buat manffat tujuannya membuat emosi daftar tidak masuk verifikasi benar salahkan data elektonik kartu tanda penduduk benar salahkan pejabat salah membenarkan babby,negatif
kembalikan nswi seperti dulu rekap tempe aplikasi sekarang satu instansi lkpm nib tidak satu nib xxx nomor lkpm berapa manual henti competent,negatif
aplikasi membantu mempermudah perijinan,positif
aplikasi dia membuat pusing gagal buat login,positif
aplikasi tidak urusaplikasi asal membuat,negatif
mudah cepat buat proses pendaftaran nib buat pelaku usaha mikro,positif
tidak menerbitkan nib meminta bantuan responnya tidak,negatif
aplikasi loading lambat parah,negatif
online single submission memang keren  zaman canggih mempermudah semua orang memiliki izin usaha pastinya meningkatkan ekonomi dunia usaha,positif
aplikasinya error melulu uninstall install tiap kali mau digunakan,negatif
membantu sekali bagi pelaku usaha,positif
aplikasi pemerintah mengapa mengecewakan begini anggaran dia lebih baik buat orang tidak sanggup udah,negatif
tahu bintang pakai aplikasi ubah bintangnya,negatif
layanan pemerintah tidak benar pasti rumit susah blenk aplikasi cacat,negatif
lupa kata sandi susah mau akses coba permudah lupa kata sandi supaya akses,positif
kiraan mudah rupanya susah,negatif
membantu bagi usaha kecil,positif
bantu admin aplikasinya kerap error,negatif
kami mau daftar izin usaha tetapi aplikasinya bagaikan mempersulit sama bohong,negatif
oke pak menteri dia mudah mudahan aplikasi dapat maintenance,positif
pendaftaran lewat situs web web ribet banget,negatif
membuat akun error forbihidden ribetnya,negatif
tidak heran aplikasi buatan pemerintah pantas usaha mikro kecil dan menengah negara susah maju aplikasinya busuk izin dipersulit,negatif
bintang enggak sih mudah banget pastinya gratis tidak pungut biaya apapun terima kasih online single submission,positif
force close terus mana perubahan data kbli tidak,negatif
membantu tetapi menunggu hasil pengajuan nib dia ketahan draft nib buat kelanjutannya belum,positif
alhamdulillah gampang membuat surat ijinnya,positif
kebelet perbarui infrastruktur belum memadai mau menghabiskan anggaran tahunan kah sekelas aplikasi pemerintah jatuh busuk begini,negatif
menyusahkan aplikasi tidak akses,negatif
pendaftaran akun gagal gagal tersambung sistem dukcapil kementerian negeri konoha,negatif
mau buat nib web buat aplikasi begitu web servernya lambat,negatif
error melulu tidak unduh dokumen nib menghubungi customer service tidak diberi solusi,negatif
aplikasi busuk buat nib susah lambat error,negatif
tulisan dia henti found aplikasi sama situs web sama,negatif
aplikasi bobrok tidak lihat kata sandi sehingga susah loading kembali,negatif
tidak bagaikan dulu buatnya sekarang ribet baik lewat web ataupun aplikasi aplikasinya tidak jelas,negatif
parah aplikasi perintah pakai tetapi tidak daftar dipersulit aplikasi seperti begini,negatif
susah banget membuat nib sewaktu pilih opsi bidang usaha tidak klik lanjut,negatif
susah buat gunakan bantu kembangkan membuat greges,negatif
tidak membantu pembuatan nib tetap melalui situs web online single submission loading lama,negatif
tidak niat membuat aplikasi aplikasi pemerintah buat cuci uang membuat sengsara rakyat bikin simple fast tanggapan begitu lembaga,negatif
halo kak data data bocor sama penipu kakalamt nik kartu tanda penduduk dicuriini bagaimana kelanjutannya nanti,negatif
banyak pengetahuan ketahanan pangan sehat bergizi kemudahan modal usaha fasilitasi bank melalui usaha mikro kecil dan menengah,positif
bantu permudah jika ketentuannya terpenuhi,positif
gangguan tidak jelas,negatif
membatu sekaliprogram terima kasih,positif
penanganan pembuatan nib lemotsangat lamasaya udah satu minggu belum verifikasi,negatif
susah bukan dia permudah mempersulit,negatif
aplikasi aplikasi habiskan anggaran kah tidak login kalian merasa rampok tagih alam baka ingatlah,negatif
membantu sekali bagi usaha mikro kecil dan menengah,positif
aplikasi tidak gunamesti mau membuat akun tidak perbaiki benar membuat aplikasi,negatif
tombol instruksinya tidak tanggapan,negatif
tidak hapus kbli bantu diperbaiki,negatif
pencabutan likuidasi sampai sebulan tidak progress sama sekali hubungi customer service jawabannya kami lanjutkan tim kerja berhubungan ribetin kembalikan pengurusannya daerah kami mau usaha menunggu pemerintah pusat suasana hati baru dijawab permohonan kami membuat ribet online single submission kembalikan status pengurusan daerah,negatif
aplikasi tidak berguna situs web dia,negatif
membantu mudah proses,positif
inilah sistem indonesa ribet lama mimpi menjadi negara maju tidak akan pernah tercapai bila kepengurusan izin lama susah,negatif
aplikasinya tidak digunakan bantu perbaiki,negatif
sia sia teman teman tidak unduh aplikasi pemerintah tetapi tidak jelas nama pengguna password salah coba bantuan tetap salah coba daftar akun lain salahkan alamat kartu tanda penduduk,negatif
buat nib susah diarahkan web di sana tidak malam membingungkan parah,negatif
membantu proses perizinan usaha terima kasih,positif
ribet membuat nib aplikasi diarahkan web web ribet,negatif
verifikasi pengajuan pkkpr verifikasi lama banget padahal buat usaha warung kopi usaha kecil mikro tambah susah,negatif
harap layanan aplikasi dioptimalkan khususnya hadir kepada perusahaan memperkerjakan masyarakat kolaborasi pihak swasta memberikan pekerjaan bagaikan grab gojek,positif
tidak dilakukan penghapusan akun salah memasukkan data usahauntuk membuat nib,negatif
ruwet banget sekarang gagal sebelumnya gambang singkat cepat mudah sekarang banyak gagal,negatif
benar dulu penerbitan inputnya mudah sekarang dipersulit verifikasi tetapi adminya tidak ada uang kayaknya molor adminya kapan aplikasi negara benar perasaan tidak bisa lihat rakyat termudahkan,negatif
sae sae sae tetapi menu aplikasinya tidak  lengkap,positif
koneksi kerap putus,positif
parah bgtgk membantu mau aplikasi ataupun situs web online single submission dia tidak banget,negatif
buat nib belum aplikasinya gangguan,negatif
membantu cukup ramah,positif
memudahkan pelayanan baik,positif
baik membantu masyarakat,positif
ribet data error alamat tidak sesuai dukcapil,negatif
nik terpakai data pribadi pakai stres aplikasi,negatif
gembel banget tidak buat diaplikasi webpunya pemerintah tetapi kualitas payah,negatif
aplikasi dia ribet banyak error dia,negatif
mau ubah sandi bug layar putih,negatif
membantu kami usaha kecil modal tepat pas pasaran mudah mudahan ke depan dia tetap peduli kami rakyat kecil bagaikan,positif
tidak paham cara kerjanya formulir isi bulan belum dproses sampai sekarang,negatif
enak mudah mempersulit heran sumpah,negatif
perbarui tidak dibuka,negatif
tidak masuk aplikasi keluar sendiri,negatif
parah web perintah install aplikasi aplikasi tidak bisa pengajuan lewat webb,negatif
dapat nib mudah proses pendaftaran dia,positif
ngadat om anggaran miliaran pakai server xp  zaman jebot ditilep semua duitnya,negatif
membantu sekali buat pelaku usaha mikro kecil dan menengah,positif
web error tidak bisa membuat permohonan baru,negatif
bagus mudah mengaksesnya,positif
niat buat aplikasi tidak nib tidak akses ganti password captcha benar tetap salah tanggapan tidak pemerintah niat mudahin masyarakat menyusahkan akan laporkan presiden jokowi,negatif
bantu berikan menu buat ubah pengguna nama sunting profil,positif
alhamdulillah memudahkan mendapatkan izin,positif
aplikasi membuat emosi begini amat,negatif
ampun tiap hari buka tiap hari perbarui aplikasi dia belum matang jangan dulu luncurkan,negatif
proses mudah tidak ribet,positif
membantu buat pembuatan nib mantap,positif
perbarui an macam logout sendiri aplikasi dia mana tanggapan dia lamban bagaimana orang mau urus izin usaha sistem dia kayak begini mau buat nib tidak,negatif
bantu buatkan fitur cek nomor nib nomor nik,positif
pertahankan aplikasi membantu buat pelaku usaha,positif
alhamdulillah membantuwalaupun kadang kadang error,positif
sebenarnya aplikasi serius tidak orangmh nungguuin proses lihat aduh tidak proses minggu gampang apanya,negatif
butuh banyak perbaikan aplikasinya,negatif
diperbarui parahgak dibuka apkpengembang banyak makan bansos tidak bisa,negatif
membantu menerbitkan badan usaha,positif
